date,datatype,station,attributes,value
2024-04-25T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",9.4
2024-04-26T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",11.9
2024-04-26T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",19.4
2024-04-26T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",3.9
2024-04-27T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",12.5
2024-04-27T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",14.4
2024-04-27T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",11.1
2024-04-28T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",18.3
2024-04-28T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.0
2024-04-28T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",11.7
2024-04-29T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.8
2024-04-29T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",32.8
2024-04-29T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",13.9
2024-04-30T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.4
2024-04-30T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",31.1
2024-04-30T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.1
2024-05-01T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.6
2024-05-01T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",29.4
2024-05-01T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",15.0
2024-05-02T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.8
2024-05-02T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",32.8
2024-05-02T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",12.8
2024-05-03T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",21.7
2024-05-03T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.6
2024-05-03T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",12.2
2024-05-04T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",12.7
2024-05-04T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",13.3
2024-05-04T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",11.1
2024-05-05T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",14.3
2024-05-05T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",20.6
2024-05-05T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",11.7
2024-05-06T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",20.1
2024-05-06T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.6
2024-05-06T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.7
2024-05-07T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.1
2024-05-07T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",27.2
2024-05-07T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",18.3
2024-05-08T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.4
2024-05-08T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.0
2024-05-08T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",18.3
2024-05-09T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",21.0
2024-05-09T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",23.3
2024-05-09T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",15.6
2024-05-10T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",15.4
2024-05-10T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",17.8
2024-05-10T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",10.0
2024-05-11T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",13.0
2024-05-11T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",19.4
2024-05-11T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",7.2
2024-05-12T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",14.1
2024-05-12T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",20.6
2024-05-12T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",8.9
2024-05-13T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",16.4
2024-05-13T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",26.1
2024-05-13T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",6.7
2024-05-14T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",18.3
2024-05-14T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",19.4
2024-05-14T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",15.6
2024-05-15T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",17.0
2024-05-15T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",19.4
2024-05-15T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",13.9
2024-05-16T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",19.8
2024-05-16T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",26.7
2024-05-16T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",12.2
2024-05-17T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",19.3
2024-05-17T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",21.7
2024-05-17T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",15.0
2024-05-18T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",17.1
2024-05-18T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",17.8
2024-05-18T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.1
2024-05-19T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",19.2
2024-05-19T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",24.4
2024-05-19T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",14.4
2024-05-20T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",18.9
2024-05-20T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",27.2
2024-05-20T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",12.2
2024-05-21T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.6
2024-05-21T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.0
2024-05-21T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",13.9
2024-05-22T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.3
2024-05-22T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",32.8
2024-05-22T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",17.8
2024-05-23T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.6
2024-05-23T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.6
2024-05-23T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",19.4
2024-05-24T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",23.8
2024-05-24T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.6
2024-05-24T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",18.9
2024-05-25T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.4
2024-05-25T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",31.7
2024-05-25T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.7
2024-05-26T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.4
2024-05-26T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",31.7
2024-05-26T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",18.9
2024-05-27T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",23.2
2024-05-27T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",28.9
2024-05-27T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",17.8
2024-05-28T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.6
2024-05-28T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",27.8
2024-05-28T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.1
2024-05-29T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",18.2
2024-05-29T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.6
2024-05-29T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",12.8
2024-05-30T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",18.2
2024-05-30T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",23.9
2024-05-30T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",13.3
2024-05-31T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",17.9
2024-05-31T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.0
2024-05-31T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",10.0
2024-06-01T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",19.1
2024-06-01T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",28.9
2024-06-01T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",8.3
2024-06-02T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.1
2024-06-02T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",28.9
2024-06-02T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",14.4
2024-06-03T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.3
2024-06-03T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",29.4
2024-06-03T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",17.8
2024-06-04T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.6
2024-06-04T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",32.2
2024-06-04T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.7
2024-06-05T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.8
2024-06-05T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",27.8
2024-06-05T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.7
2024-06-06T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.9
2024-06-06T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",31.1
2024-06-06T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",20.0
2024-06-07T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.4
2024-06-07T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.0
2024-06-07T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",15.0
2024-06-08T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.6
2024-06-08T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.6
2024-06-08T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",12.8
2024-06-09T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",23.2
2024-06-09T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",28.9
2024-06-09T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",17.2
2024-06-10T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",21.9
2024-06-10T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",27.2
2024-06-10T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",13.3
2024-06-11T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",20.0
2024-06-11T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",23.9
2024-06-11T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",13.3
2024-06-12T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",20.0
2024-06-12T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",28.9
2024-06-12T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",11.7
2024-06-13T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.2
2024-06-13T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",32.8
2024-06-13T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",17.2
2024-06-14T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",27.2
2024-06-14T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",33.3
2024-06-14T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",20.0
2024-06-15T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",23.8
2024-06-15T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",28.9
2024-06-15T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",15.6
2024-06-16T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.4
2024-06-16T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.0
2024-06-16T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",13.3
2024-06-17T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.7
2024-06-17T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",32.8
2024-06-17T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",20.0
2024-06-18T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",27.6
2024-06-18T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",33.3
2024-06-18T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",22.2
2024-06-19T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",26.4
2024-06-19T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",31.7
2024-06-19T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",20.0
2024-06-20T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",26.1
2024-06-20T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",32.8
2024-06-20T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",18.9
2024-06-21T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",27.7
2024-06-21T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",36.1
2024-06-21T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",18.9
2024-06-22T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",30.3
2024-06-22T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",37.8
2024-06-22T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",23.9
2024-06-23T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",31.3
2024-06-23T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",36.7
2024-06-23T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",25.6
2024-06-24T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",28.8
2024-06-24T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",31.7
2024-06-24T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",17.8
2024-06-25T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.2
2024-06-25T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",33.3
2024-06-25T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",13.9
2024-06-26T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",29.2
2024-06-26T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",37.2
2024-06-26T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.1
2024-06-27T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.6
2024-06-27T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",32.2
2024-06-27T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.1
2024-06-28T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.1
2024-06-28T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",28.9
2024-06-28T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",19.4
2024-06-29T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",26.0
2024-06-29T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",33.9
2024-06-29T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.1
2024-06-30T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",29.7
2024-06-30T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",36.1
2024-06-30T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",23.3
2024-07-01T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",23.5
2024-07-01T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",26.7
2024-07-01T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.1
2024-07-02T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.4
2024-07-02T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.6
2024-07-02T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",14.4
2024-07-03T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.1
2024-07-03T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",31.7
2024-07-03T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",18.3
2024-07-04T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",27.1
2024-07-04T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",35.0
2024-07-04T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",22.2
2024-07-05T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",28.7
2024-07-05T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",36.7
2024-07-05T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",23.9
2024-07-06T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",31.2
2024-07-06T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",37.2
2024-07-06T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",24.4
2024-07-07T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",30.6
2024-07-07T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",35.6
2024-07-07T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",23.9
2024-07-08T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",28.8
2024-07-08T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",35.6
2024-07-08T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.7
2024-07-09T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",30.1
2024-07-09T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",36.7
2024-07-09T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",24.4
2024-07-10T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",30.3
2024-07-10T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",34.4
2024-07-10T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",25.0
2024-07-11T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",27.2
2024-07-11T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",32.8
2024-07-11T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",18.9
2024-07-12T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.6
2024-07-12T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",26.7
2024-07-12T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.1
2024-07-13T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",26.7
2024-07-13T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",33.9
2024-07-13T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",22.8
2024-07-14T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",29.9
2024-07-14T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",36.7
2024-07-14T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",23.3
2024-07-15T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",30.3
2024-07-15T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",37.2
2024-07-15T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",23.9
2024-07-16T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",30.1
2024-07-16T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",38.3
2024-07-16T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",22.8
2024-07-17T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",29.6
2024-07-17T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",36.7
2024-07-17T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",23.9
2024-07-18T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.8
2024-07-18T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",29.4
2024-07-18T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",22.2
2024-07-19T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.2
2024-07-19T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.0
2024-07-19T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",20.6
2024-07-20T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.9
2024-07-20T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",28.3
2024-07-20T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",20.6
2024-07-21T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.4
2024-07-21T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",33.3
2024-07-21T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",18.9
2024-07-22T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",26.6
2024-07-22T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.0
2024-07-22T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.7
2024-07-23T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.6
2024-07-23T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",33.3
2024-07-23T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",19.4
2024-07-24T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.4
2024-07-24T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",31.7
2024-07-24T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",22.8
2024-07-25T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.6
2024-07-25T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.6
2024-07-25T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.7
2024-07-26T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.8
2024-07-26T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",29.4
2024-07-26T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",18.3
2024-07-27T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.0
2024-07-27T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",31.7
2024-07-27T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",15.6
2024-07-28T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.2
2024-07-28T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",32.8
2024-07-28T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.1
2024-07-29T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",27.6
2024-07-29T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",35.6
2024-07-29T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",20.6
2024-07-30T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",26.3
2024-07-30T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",31.7
2024-07-30T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",23.3
2024-07-31T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",27.6
2024-07-31T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",36.1
2024-07-31T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",22.8
2024-08-01T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",28.8
2024-08-01T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",37.2
2024-08-01T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",20.6
2024-08-02T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",30.9
2024-08-02T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",38.3
2024-08-02T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",23.9
2024-08-03T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",28.0
2024-08-03T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",36.1
2024-08-03T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.1
2024-08-04T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.4
2024-08-04T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",31.7
2024-08-04T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",22.2
2024-08-05T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",28.1
2024-08-05T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",36.1
2024-08-05T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",20.6
2024-08-06T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",29.4
2024-08-06T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",35.6
2024-08-06T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",24.4
2024-08-07T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",27.6
2024-08-07T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",32.8
2024-08-07T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",24.4
2024-08-08T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.1
2024-08-08T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",26.1
2024-08-08T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",23.3
2024-08-09T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",26.3
2024-08-09T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.0
2024-08-09T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",23.3
2024-08-10T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",26.9
2024-08-10T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",32.2
2024-08-10T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.1
2024-08-11T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.9
2024-08-11T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",28.9
2024-08-11T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",17.8
2024-08-12T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.9
2024-08-12T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",29.4
2024-08-12T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.1
2024-08-13T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",23.6
2024-08-13T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",29.4
2024-08-13T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.7
2024-08-14T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",23.4
2024-08-14T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",29.4
2024-08-14T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.7
2024-08-15T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",23.7
2024-08-15T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",31.7
2024-08-15T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.1
2024-08-16T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.2
2024-08-16T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",31.7
2024-08-16T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.1
2024-08-17T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.7
2024-08-17T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.6
2024-08-17T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.1
2024-08-18T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.5
2024-08-18T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",31.7
2024-08-18T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.7
2024-08-19T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.2
2024-08-19T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",29.4
2024-08-19T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",19.4
