,,,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
CA,Canada,lowcarbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4221531,47.5010988,46.3536728,40.2846185,39.0969726,38.2146429,41.1184044,40.2881036,37.5012409,39.2188669,45.7740096,51.0968218,51.5470581,48.1270504,47.7322218,40.6655553,39.7374553,39.6406579,43.5325626,41.4290163,36.9072562,40.5403866,43.6631705,50.7089063,52.0341452,47.1051841,48.0256387,41.1709505,40.6688623,40.2733272,41.0569535,39.9642995,37.6377335,38.9699391,42.0209124,49.6674932,53.5534114,46.8523769,47.5267934,42.5551766,40.0107843,40.2876326,42.7092263,43.9251636,38.9624142,39.2635298,44.3571071,50.4931391,51.314847,47.1087588,47.5715906,40.8757691,39.8930426,37.0509825,37.9972533,37.211121,35.0236464,36.8901221,42.1975497,45.0844465,49.9114215,42.9281485,41.7283753,37.3096305,35.3382727,37.4172637,40.5334107,37.9217544,35.7030778,37.4353731,40.0285522,49.4814423,53.9196839,46.6959983,46.1699636,40.3408505,38.8243909,37.0653253,,,,,,
CA,Canada,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8367459,10.724851,10.9899241,8.4615416,8.1093585,7.5016711,10.0046331,9.3446263,8.6559255,8.9552776,9.7213644,10.2404753,10.8073525,9.8982642,9.7025328,7.9636042,7.0130486,7.5762187,9.1350693,9.5153856,8.6226884,9.0767884,9.341442,10.210308,9.7100423,10.0980539,8.8286781,7.5895544,7.6676488,8.8327452,9.0139083,10.470296,8.34795,9.3342657,9.7333372,10.7880806,11.3522808,9.2874728,9.1298019,7.7178364,7.9386296,7.4594571,9.2720543,9.907728,8.694226,8.8947815,9.16712,11.2588563,10.9250771,9.1025386,9.4825152,8.2186339,8.1595864,9.0229053,11.0307149,10.3472285,9.3182842,9.1872537,10.5406737,11.1754589,12.7586415,10.5575711,10.1257636,8.4318989,9.0741841,8.2955455,11.4308078,11.085194,9.8636724,9.8221821,10.1086871,11.8854928,12.6426226,12.3812801,10.399985,8.5975288,7.7677638,9.08847,,,,,,
CA,Canada,nuclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5490391,6.7604199,7.0365991,6.6533732,7.2421256,8.6140819,8.8484573,9.0178138,8.200202,8.3954525,7.6264776,8.5249581,8.8968543,7.4373944,7.9374612,7.5375143,7.4798376,7.9533976,9.0558138,8.1969906,6.7013984,6.9540699,7.1630644,7.3232037,7.6380432,6.1045111,6.6048719,6.9156206,7.5571472,7.9081173,8.2169558,8.0715676,7.6293452,6.9896979,6.4371932,7.3129289,8.0954475,7.0072257,7.0496797,6.6815038,5.8792629,6.8595728,7.4421026,8.0130865,7.1270027,5.491172,6.1543779,6.5005658,7.4382753,6.8271897,6.7227964,6.3844622,6.4735872,6.7906572,7.4370793,7.6493159,6.9382466,7.0177587,6.8364788,7.4901526,7.8193626,6.7604555,6.364684,5.1675232,5.3045292,6.7077974,7.4771403,7.3248045,7.1038281,6.5609163,6.5989826,8.004027,7.7415363,6.1054973,6.9587331,7.0538741,7.5016817,7.2584467,,,,,,
CA,Canada,renewables-including-hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8731139,40.7406789,39.3170737,33.6312454,31.854847,29.600561,32.2699471,31.2702898,29.3010389,30.8234145,38.147532,42.5718637,42.6502039,40.689656,39.7947606,33.128041,32.2576177,31.6872603,34.4767487,33.2320258,30.2058578,33.5863166,36.5001061,43.3857026,44.3961021,41.000673,41.4207668,34.2553299,33.111715,32.36521,32.8399977,31.8927319,30.0083883,31.9802412,35.5837191,42.3545643,45.4579639,39.8451511,40.4771136,35.8736728,34.1315213,33.4280598,35.2671236,35.9120771,31.8354114,33.7723578,38.2027292,43.9925733,43.8765717,40.281569,40.8487943,34.4913069,33.4194553,30.2603252,30.560174,29.5618051,28.0853999,29.8723633,35.361071,37.5942939,42.0920589,36.167693,35.3636912,32.1421073,30.0337435,30.7094663,33.0562705,30.5969499,28.5992495,30.8744568,33.4295696,41.4774154,46.1781476,40.590501,39.2112304,33.2869764,31.3227092,29.8068787,,,,,,
CA,Canada,hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0744795,36.5175643,34.5419703,29.4017198,28.6794238,26.6051139,29.0788033,28.2141369,25.9355516,27.0710045,33.9544894,37.9877428,38.8112358,36.1906095,35.3194748,29.0826004,28.4662339,28.2600627,31.3163418,29.6640882,26.2079173,29.5226893,31.4837465,38.4639998,40.2533598,36.5864757,35.5987237,29.9519515,29.1276019,28.2709871,29.4713752,28.3046557,25.725994,27.7430838,30.360656,37.3201356,40.323903,35.035236,35.4987714,31.2409672,29.8494616,29.5659545,31.293745,32.3712136,28.0012592,28.9083445,32.8324986,38.9366453,39.3423154,34.9761333,35.7628138,29.3713707,28.6940054,26.2759724,26.7697424,25.5291504,24.2300947,24.9767158,29.4529251,31.8567605,36.4537254,30.5999575,29.377247,25.871249,25.0324831,25.9034921,28.6030301,26.1735427,23.8558295,24.8127688,27.8051905,35.3863473,39.1491669,34.7191816,32.4173274,26.9814833,25.5413604,24.3857393,,,,,,
CA,Canada,renewables-except-hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7986344,4.2231146,4.7751034,4.2295256,3.1754232,2.9954471,3.1911438,3.0561529,3.3654873,3.75241,4.1930426,4.5841209,3.8389681,4.4990465,4.4752858,4.0454406,3.7913838,3.4271976,3.1604069,3.5679376,3.9979405,4.0636273,5.0163596,4.9217028,4.1427423,4.4141973,5.8220431,4.3033784,3.9841131,4.0942229,3.3686225,3.5880762,4.2823943,4.2371574,5.2230631,5.0344287,5.1340609,4.8099151,4.9783422,4.6327056,4.2820597,3.8621053,3.9733786,3.5408635,3.8341522,4.8640133,5.3702306,5.055928,4.5342563,5.3054357,5.0859805,5.1199362,4.7254499,3.9843528,3.7904316,4.0326547,3.8553052,4.8956475,5.9081459,5.7375334,5.6383335,5.5677355,5.9864442,6.2708583,5.0012604,4.8059742,4.4532404,4.4234072,4.74342,6.061688,5.6243791,6.0910681,7.0289807,5.8713194,6.793903,6.3054931,5.7813488,5.4211394,,,,,,
CA,Canada,wind-and-solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8359742,3.2713442,3.7997691,3.4786112,2.4557631,2.3297159,2.3032887,2.2268697,2.5973224,2.9576793,3.330326,3.6753361,2.909029,3.6473316,3.640413,3.3601972,3.1879328,2.7752875,2.3743626,2.7491682,3.255985,3.2825979,4.2125576,4.0431375,3.2187004,3.4532308,4.9818749,3.5811296,3.2544326,3.2536677,2.5108272,2.5916859,3.4879739,3.3488757,4.2968044,4.0077969,4.146642,4.0020928,4.1842341,3.9614099,3.5915595,3.2132834,3.1668974,2.6790915,3.0779304,4.0903472,4.5728765,4.0766352,3.6088405,4.5343992,4.2827578,4.4237714,4.0342868,3.2200617,2.8560677,3.1561859,3.0659938,4.1174351,5.0152912,4.7909088,4.5576044,4.6734495,5.1287348,5.5566288,4.2326257,4.1032946,3.4849863,3.4844286,3.9079112,5.2296936,4.7681161,5.0842996,5.9580791,4.822555,5.9129655,5.5772338,5.1233753,4.6512946,,,,,,
CA,Canada,geothermal-and-biofuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9617004,0.9517704,0.9752941,0.7509144,0.7196601,0.6657312,0.8878551,0.8292832,0.7681649,0.7947307,0.8627166,0.9087848,0.9299391,0.8517149,0.8348728,0.6852434,0.603451,0.6519101,0.7860443,0.8187694,0.7419555,0.7810294,0.803802,0.8785653,0.9240419,0.9609665,0.8401682,0.7222488,0.7296805,0.8405552,0.8577953,0.9963903,0.7944204,0.8882817,0.9262587,1.0266318,0.9874189,0.8078223,0.7941081,0.6712957,0.6905002,0.6488219,0.8064812,0.861772,0.7562218,0.7736661,0.7973541,0.9792928,0.9254158,0.7710365,0.8032227,0.6961648,0.6911631,0.7642911,0.9343639,0.8764688,0.7893114,0.7782124,0.8928547,0.9466246,1.0807291,0.894286,0.8577094,0.7142295,0.7686347,0.7026796,0.9682541,0.9389786,0.8355088,0.8319944,0.856263,1.0067685,1.0709016,1.0487644,0.8809375,0.7282593,0.6579735,0.7698448,,,,,,
CA,Canada,wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.705869,3.1173449,3.4752809,3.1187557,2.0273931,1.8508326,1.7896902,1.7520125,2.2307462,2.7250282,3.1848034,3.5692433,2.7999374,3.4566076,3.3030071,2.9775745,2.7349505,2.2505529,1.8340032,2.2838168,2.8328283,3.0135772,3.9930837,3.9270608,3.0551689,3.1901418,4.491759,3.0421283,2.6462098,2.6981569,1.990002,2.0322875,2.9258427,2.9849948,4.0017774,3.8655309,3.9594975,3.7505079,3.7903815,3.4464046,2.9699906,2.5771717,2.4459552,2.0536576,2.4709755,3.5140718,4.2391719,3.8652142,3.4095644,4.1630093,3.6353224,3.7202987,3.099366,2.3663321,1.9742864,2.3572142,2.3755854,3.7076665,4.7181672,4.5781874,4.3332795,4.1494913,4.4752262,4.7808535,3.3419723,3.1679148,2.434088,2.6085945,3.1114864,4.6039907,4.4923151,4.8619171,5.6270627,4.4308515,5.182377,4.6271292,4.0483626,3.5145118,,,,,,
CA,Canada,solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1301052,0.1539993,0.3244882,0.3598555,0.42837,0.4788833,0.5135985,0.4748572,0.3665762,0.2326511,0.1455226,0.1060928,0.1090916,0.190724,0.3374059,0.3826227,0.4529823,0.5247346,0.5403594,0.4653514,0.4231567,0.2690207,0.2194739,0.1160767,0.1635315,0.263089,0.4901159,0.5390013,0.6082228,0.5555108,0.5208252,0.5593984,0.5621312,0.3638809,0.295027,0.142266,0.1871445,0.2515849,0.3938526,0.5150053,0.6215689,0.6361117,0.7209422,0.6254339,0.6069549,0.5762754,0.3337046,0.211421,0.1992761,0.3713899,0.6474354,0.7034727,0.9349208,0.8537296,0.8817813,0.7989717,0.6904084,0.4097686,0.297124,0.2127214,0.2243249,0.5239582,0.6535086,0.7757753,0.8906534,0.9353798,1.0508983,0.8758341,0.7964248,0.6257029,0.275801,0.2223825,0.3310164,0.3917035,0.7305885,0.9501046,1.0750127,1.1367828,,,,,,
CA,Canada,biofuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9617004,0.9517704,0.9752941,0.7509144,0.7196601,0.6657312,0.8878551,0.8292832,0.7681649,0.7947307,0.8627166,0.9087848,0.9299391,0.8517149,0.8348728,0.6852434,0.603451,0.6519101,0.7860443,0.8187694,0.7419555,0.7810294,0.803802,0.8785653,0.9240419,0.9609665,0.8401682,0.7222488,0.7296805,0.8405552,0.8577953,0.9963903,0.7944204,0.8882817,0.9262587,1.0266318,0.9874189,0.8078223,0.7941081,0.6712957,0.6905002,0.6488219,0.8064812,0.861772,0.7562218,0.7736661,0.7973541,0.9792928,0.9254158,0.7710365,0.8032227,0.6961648,0.6911631,0.7642911,0.9343639,0.8764688,0.7893114,0.7782124,0.8928547,0.9466246,1.0807291,0.894286,0.8577094,0.7142295,0.7686347,0.7026796,0.9682541,0.9389786,0.8355088,0.8319944,0.856263,1.0067685,1.0709016,1.0487644,0.8809375,0.7282593,0.6579735,0.7698448,,,,,,
CA,Canada,unspecified-renewables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009598,0,4.02E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
CA,Canada,coal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.270032,4.2259417,4.3303892,3.3341239,3.1953522,2.9559035,3.9421524,3.6820881,3.4107175,3.528672,3.8305352,4.0350819,3.5873585,3.2855986,3.2206282,2.6434137,2.3278893,2.5148262,3.0322661,3.1585071,2.862188,3.0129205,3.1007688,3.3891775,2.831219,2.944354,2.574234,2.2129348,2.2357053,2.5754199,2.6282428,3.052891,2.4340651,2.7216514,2.8380112,3.1455495,2.5300861,2.0699018,2.0347616,1.7200765,1.7692847,1.6624914,2.0664654,2.2081382,1.9376847,1.9823825,2.0430787,2.5092646,2.0636072,1.719353,1.7911257,1.5523947,1.5412414,1.7043113,2.0835608,1.954459,1.7601046,1.7353546,1.9909983,2.1109011,2.409944,1.99419,1.9126271,1.5926777,1.7139972,1.5669223,2.1591332,2.0938512,1.8631214,1.8552844,1.9094016,2.2450174,2.3880295,2.3386653,1.964424,1.6239631,1.4672311,1.7166956,,,,,,
CA,Canada,gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0862205,6.0233772,6.1722497,4.7522391,4.5544432,4.2131489,5.6188826,5.2482042,4.8614106,5.0295351,5.4597909,5.7513382,6.7703796,6.2008717,6.0782537,4.9888836,4.393398,4.7462018,5.7227602,5.9610134,5.4017738,5.6862495,5.8520446,6.3963548,6.5186746,6.7791598,5.9269855,5.0951205,5.1475479,5.9297159,6.0513367,7.0290582,5.6042567,6.2664033,6.5343133,7.2423976,8.2748495,6.7697796,6.6548509,5.6256479,5.7865874,5.4373113,6.7585409,7.2218931,6.3373531,6.483541,6.6820527,8.2067509,8.4390737,7.0312542,7.3247671,6.3484821,6.302871,6.9697415,8.5206736,7.9927146,7.1979068,7.0966924,8.1421413,8.632481,9.8554101,8.1551938,7.8216441,6.5132187,7.0093517,6.4078925,8.8297253,8.562756,7.6191919,7.5871427,7.8084534,9.1809466,9.7657914,9.5639174,8.0334664,6.6411595,6.0002077,7.0203869,,,,,,
CA,Canada,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4696116,0.4647627,0.4762496,0.3666819,0.35142,0.3250858,0.4335519,0.4049505,0.3751055,0.388078,0.4212765,0.4437722,0.4372746,0.4004921,0.3925726,0.3222141,0.2837538,0.3065402,0.3696126,0.3850005,0.3488812,0.3672545,0.3779626,0.4131176,0.3489711,0.3629159,0.3172956,0.2727625,0.2755691,0.3174417,0.3239526,0.376294,0.3000186,0.335466,0.3498083,0.3877149,0.5344302,0.4372254,0.4298028,0.3633318,0.3737261,0.3511681,0.4364996,0.4664251,0.4092972,0.4187388,0.4315596,0.5300321,0.410478,0.3420014,0.3562779,0.3087913,0.3065727,0.3390094,0.414447,0.388767,0.3501074,0.3451843,0.3960352,0.4198854,0.4793689,0.39667,0.3804461,0.3168041,0.3409361,0.311681,0.4294794,0.4164939,0.3705988,0.3690399,0.3798045,0.4465628,0.4750098,0.4651906,0.3907492,0.3230271,0.2918511,0.3414728,,,,,,
CA,Canada,unspecified-fossil-fuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0108818,0.0107694,0.0110356,0.0084967,0.0081431,0.0075329,0.0100462,0.0093835,0.0086919,0.0089925,0.0097618,0.010283,0.0123398,0.0113018,0.0110783,0.0090928,0.0080075,0.0086505,0.0104304,0.0108646,0.0098454,0.0103639,0.010666,0.0116581,0.0111776,0.0116242,0.010163,0.0087366,0.0088265,0.0101677,0.0103762,0.0120528,0.0096096,0.010745,0.0112044,0.0124186,0.012915,0.010566,0.0103866,0.0087802,0.0090314,0.0084863,0.0105484,0.0112716,0.009891,0.0101192,0.010429,0.0128087,0.0119182,0.00993,0.0103445,0.0089658,0.0089013,0.0098431,0.0120335,0.0112879,0.0101654,0.0100224,0.0114989,0.0121914,0.0139185,0.0115173,0.0110463,0.0091984,0.0098991,0.0090497,0.0124699,0.0120929,0.0107603,0.0107151,0.0110276,0.012966,0.0137919,0.0135068,0.0113454,0.0093791,0.0084739,0.0099147,,,,,,
CA,Canada,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.02575,0.02575,0.02575,0.02575,0.02575,0.02575,0.02575,0.02575,0.02575,0.02575,0.02575,0.02575,0.0300833,0.0300833,0.0300833,0.0300833,0.0300833,0.0300833,0.0300833,0.0300833,0.0300833,0.0300833,0.0300833,0.0300833,0.02475,0.02475,0.02475,0.02475,0.02475,0.02475,0.02475,0.02475,0.02475,0.02475,0.02475,0.02475,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,0.0281667,,,,,,
CA,Canada,trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8187631,-3.6468594,-2.9365785,-2.4404331,-3.2979489,-3.9358218,-4.9270187,-5.4007156,-4.771661,-2.9628835,-4.5753653,-4.3639514,-3.9985014,-3.8284508,-4.2486957,-4.2264189,-5.2988048,-4.9941633,-6.4157743,-6.5555729,-4.4087679,-4.5534221,-3.8813667,-5.2270612,-4.5699444,-3.3917266,-3.9168765,-3.7649601,-4.2905359,-5.0778774,-5.0102968,-4.1018387,-3.8140906,-3.8455818,-2.2660826,-3.4641886,-3.5869358,-2.7980414,-3.0031017,-3.6292789,-4.0134867,-5.3034667,-6.5620685,-7.2304737,-4.9138117,-3.5559236,-2.9311631,-4.2372481,-4.5104069,-2.938353,-3.1898435,-3.2444201,-3.9333869,-2.7060409,-2.0727288,-2.1155134,-0.8862358,-0.7332972,-1.0000959,-0.7496775,-1.6543265,0.0273905,1.3133166,0.9373615,-0.2719964,-2.1014619,-3.4214342,-2.3459638,-1.8849757,-1.291444,-0.4142864,-1.7313956,-3.2009079,-1.6199288,0.4410951,-0.8822844,-1.1397713,-1.2429717,,,,,,
